Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse0_044.ome.tiff	eb88b835-f1de-47a7-8b45-62b68cd5621d	Annotation	Root		Root object (Image)	Geometry	5793.6	4189.3	92.3027	111.6726	17.5328				32954	7600	22513	2841	22714606.6	30078.4
mouse0_044.ome.tiff	3b94180a-e8b3-4378-830d-338f89073b8d	Annotation	root	Right: root	Root	Polygon	7200.5	4142.9	62.8339	17.2809	0.0	997.0	0.0		2624	1042	1416	166	11375310.6	13987.5
mouse0_044.ome.tiff	44490e18-9940-43a8-bd3a-e3da9fb34b12	Annotation	grey	Right: grey	root	Geometry	7193.8	4095.7	46.954	50.8024	17.5328	8.0	0.0	997.0	2568	1018	1386	164	10131092.0	42533.4
mouse0_044.ome.tiff	7a9148f8-bfa9-4482-a59e-b787ab583433	Annotation	CB	Right: CB	grey	Geometry	7387.4	3320.8	29707.593	95606.6351	13371.1301	512.0	0.0	8.0	32	15	11	6	6135494.4	23940.4
mouse0_044.ome.tiff	788c708e-bbad-4c23-863b-71106ee7670f	Annotation	CBX	Right: CBX	CB	Geometry	7379.2	3310.5	1.0952	2.9649	0.0	528.0	0.0	512.0	32	15	11	6	6080674.8	24072.0
mouse0_044.ome.tiff	5f8d287e-df41-4e08-9b84-0de22e72dfec	Annotation	VERM	Right: VERM	CBX	Geometry	6405.5	3233.0	60.5494	613.9209	41.3904	645.0	0.0	528.0	26	13	10	3	2481703.6	13990.9
mouse0_044.ome.tiff	fdfb6b86-0a81-431f-96ce-cebbc8b64c92	Annotation	DEC	Right: DEC	VERM	Polygon	6335.1	2287.7	473.219	73.592	0.0	936.0	0.0	645.0	3	0	0	3	495520.8	3056.7
mouse0_044.ome.tiff	e0514d2f-72a6-4416-95a6-91c41b4fe335	Annotation	FOTU	Right: FOTU	VERM	Geometry	6467.6	2766.2	24833.6445	86684.6019	12338.3658	944.0	0.0	645.0	1	1	0	0	550744.5	5746.1
mouse0_044.ome.tiff	31b4007a-3768-43e5-94c9-432eb7224697	Annotation	PYR	Right: PYR	VERM	Geometry	6335.4	3245.2	167.492	217.6972	7.158	951.0	0.0	645.0	0	0	0	0	387168.1	5102.6
mouse0_044.ome.tiff	fb58356b-1d12-4f87-87ca-0fae65767ca3	Annotation	UVU	Right: UVU	VERM	Geometry	6397.4	3735.6	315.3779	1980.3779	334.5669	957.0	0.0	645.0	2	2	0	0	550528.5	6029.1
mouse0_044.ome.tiff	b63260db-c7a1-4426-a1e9-123f74d70238	Annotation	NOD	Right: NOD	VERM	Polygon	6470.8	4125.7	626.5209	959.4138	73.7835	968.0	0.0	645.0	20	10	10	0	497943.6	3955.4
mouse0_044.ome.tiff	db577134-27ed-4002-bac9-6932c0aabeea	Annotation	HEM	Right: HEM	CBX	Geometry	8050.7	3363.9	1.8697	42.2673	0.0	1073.0	0.0	528.0	6	2	1	3	3598971.2	12517.9
mouse0_044.ome.tiff	7a9d1f4a-756c-426d-8061-d2542b15a0ef	Annotation	PRM	Right: PRM	HEM	Polygon	8143.6	3634.8	1.8697	29.8211	5.1554	1025.0	0.0	1073.0	4	0	1	3	1624506.1	9979.0
mouse0_044.ome.tiff	b9d5e1a8-7406-40ea-b88b-82906cf7a88b	Annotation	COPY	Right: COPY	HEM	Geometry	7548.9	3841.9	0.0	0.0	0.0	1033.0	0.0	1073.0	2	2	0	0	553213.9	4991.0
mouse0_044.ome.tiff	61782fbf-59eb-42a5-b5d1-ab9e9dc37fbb	Annotation	PFL	Right: PFL	HEM	Polygon	8165.2	4412.0	0.0	74.1941	0.0	1041.0	0.0	1073.0	0	0	0	0	15224.4	584.44
mouse0_044.ome.tiff	930de918-0bba-4911-a8da-6ba3b1557eba	Annotation	AN	Right: AN	HEM	Polygon	8139.4	2851.5	0.0	0.0	0.0	1017.0	0.0	1073.0	0	0	0	0	1406026.8	5526.0
mouse0_044.ome.tiff	6fa29256-9128-470c-89a6-b51278669c95	Annotation	ANcr2	Right: ANcr2	AN	Polygon	8139.4	2851.5	0.0	22.2094	0.0	1064.0	0.0	1017.0	0	0	0	0	1406026.8	5526.0
mouse0_044.ome.tiff	eb185617-b54f-43f2-9420-90080ced140b	Annotation	BS	Right: BS	grey	Geometry	6896.5	5285.5	60.5494	613.9209	41.3904	343.0	0.0	8.0	2536	1003	1375	158	3995597.6	18593.0
mouse0_044.ome.tiff	c831091e-5ab6-4304-81aa-9f1035b488d6	Annotation	HB	Right: HB	BS	Geometry	6896.5	5285.5	0.0	42.0016	0.0	1065.0	0.0	343.0	2536	1003	1375	158	3995597.6	18593.0
mouse0_044.ome.tiff	f32cd6bc-c36b-4a94-b7c6-85873b3e19ff	Annotation	MY	Right: MY	HB	Geometry	6896.5	5285.5	4561.136	7948.4182	790.603	354.0	0.0	1065.0	2536	1003	1375	158	3995597.6	18593.0
mouse0_044.ome.tiff	fca54558-8609-401e-960b-10f9fdb3144a	Annotation	MY-sen	Right: MY-sen	MY	Geometry	7403.8	4971.1	0.0	0.0	0.0	386.0	0.0	354.0	247	174	52	21	1122320.0	7905.8
mouse0_044.ome.tiff	e9a39184-3ea2-4a0b-871d-a598782ba66c	Annotation	ECU	Right: ECU	MY-sen	Polygon	7234.7	4343.8	42.682	14.3159	56.8176	903.0	0.0	386.0	5	2	0	3	77753.1	1051.4
mouse0_044.ome.tiff	6c9debd7-bcb2-47e4-8f03-d06716bd8de3	Annotation	NTS	Right: NTS	MY-sen	Polygon	6634.1	4696.1	21.2471	49.5472	5.6091	651.0	0.0	386.0	197	148	49	0	241830.8	2912.8
mouse0_044.ome.tiff	e61d97ff-cf04-4dd6-a8cd-1019df1fd21e	Annotation	SPVI	Right: SPVI	MY-sen	Polygon	7650.2	5122.7	23.7583	3.1918	0.0	437.0	0.0	386.0	45	24	3	18	789846.7	3649.8
mouse0_044.ome.tiff	ccdf5ba9-1d59-4405-b25a-c5e34e638ba7	Annotation	Pa5	Right: Pa5	MY-sen	Polygon	7761.7	4623.4	25.1193	53.6074	29.1406	589508451.0	0.0	386.0	0	0	0	0	12889.4	607.83
mouse0_044.ome.tiff	0bd23227-0380-4e54-8cee-6cfd54d54193	Annotation	MY-mot	Right: MY-mot	MY	Geometry	6670.1	5395.3	4434.8421	7721.755	743.9296	370.0	0.0	354.0	1937	642	1166	129	2219209.6	13273.3
mouse0_044.ome.tiff	4aa1c8ca-04ba-4a97-925b-c927b6f1ff72	Annotation	AMB	Right: AMB	MY-mot	Polygon	7202.3	5726.9	24833.6445	86684.6019	12338.3658	135.0	0.0	370.0	14	1	13	0	16322.5	556.43
mouse0_044.ome.tiff	62c7165e-2064-4802-beb6-aeeae68dc416	Annotation	AMBv	Right: AMBv	AMB	Polygon	7170.8	5778.0	25146.4569	87658.217	12580.5271	143.0	0.0	135.0	3	0	3	0	4738.4	254.66
mouse0_044.ome.tiff	867084d1-a12c-402a-b385-657b3a44e317	Annotation	AMBd	Right: AMBd	AMB	Polygon	7215.4	5706.0	1.8697	29.8211	5.1554	939.0	0.0	135.0	11	1	10	0	11584.0	407.11
mouse0_044.ome.tiff	36abf9a3-5731-4ed2-ae45-8b6a19fec8cc	Annotation	IRN	Right: IRN	MY-mot	Polygon	6673.2	5303.4	62.8339	17.2809	0.0	136.0	0.0	370.0	745	257	471	17	414155.5	3744.1
mouse0_044.ome.tiff	fe7b624e-106d-438e-99ec-2aa3554e52c1	Annotation	GRN	Right: GRN	MY-mot	Polygon	6198.3	5413.7	8.8719	24.6657	0.0	1048.0	0.0	370.0	466	106	292	68	447675.4	3296.6
mouse0_044.ome.tiff	2119a55c-d660-4c7e-8609-45264c2f7d02	Annotation	PHY	Right: PHY	MY-mot	Geometry	5828.5	4720.8	0.0	0.0	0.0	154.0	0.0	370.0	0	0	0	0	2968.8	368.59
mouse0_044.ome.tiff	74ae4cfb-ca7f-46bb-a0de-1f49eefd5ac6	Annotation	PRP	Right: PRP	PHY	Geometry	5828.5	4720.8	254.4092	413.3972	44.5517	169.0	0.0	154.0	0	0	0	0	2968.8	368.59
mouse0_044.ome.tiff	f9d3a407-64e7-4b8f-949c-4b975466dcae	Annotation	PGRN	Right: PGRN	MY-mot	Geometry	6922.7	5859.3	0.0	3.4186	0.0	938.0	0.0	370.0	127	51	70	6	305262.8	3095.3
mouse0_044.ome.tiff	c0a9b24e-2922-4ece-8e0a-d3f27a346e4e	Annotation	PGRNd	Right: PGRNd	PGRN	Polygon	6045.0	4930.8	24833.6445	86684.6019	12338.3658	970.0	0.0	938.0	21	7	14	0	20609.9	594.72
