Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse0_041.ome.tiff	e3623b08-cfa3-475a-925b-cd35f16b1c80	Annotation	Root		Root object (Image)	Geometry	5755.6	4316.2	2281.1704	12152.8203	1251.7468				43606	10069	29596	3941	28505591.0	27682.0
mouse0_041.ome.tiff	94617085-292a-4236-8ee4-82da14b5521d	Annotation	root	Right: root	Root	Geometry	7503.2	4327.1	648.9815	836.1558	107.5735	997.0	0.0		3285	677	2347	261	13638598.9	17708.0
mouse0_041.ome.tiff	3b2fa380-54db-47ce-bd91-efff6203314e	Annotation	grey	Right: grey	root	Geometry	7510.3	4300.5	6.1567	2.9649	11.9926	8.0	0.0	997.0	3086	636	2201	249	11307484.7	48781.2
mouse0_041.ome.tiff	45702860-1207-4f43-9db5-d0ee66a79046	Annotation	CB	Right: CB	grey	Geometry	7796.3	3697.9	148.5966	35.657	19.3774	512.0	0.0	8.0	49	39	6	4	7608421.9	32006.8
mouse0_041.ome.tiff	b3aeb1a6-969f-4329-b62a-80d680e9db30	Annotation	CBN	Right: CBN	CB	Geometry	6786.7	3662.7	517.3717	3175.9738	345.3967	519.0	0.0	512.0	0	0	0	0	132310.6	2491.6
mouse0_041.ome.tiff	98e07cd0-b4a1-438f-8c1e-805fdd83bd21	Annotation	IP	Right: IP	CBN	Geometry	7613.3	4245.4	42.9089	414.542	134.3518	91.0	0.0	519.0	0	0	0	0	3977.7	489.42
mouse0_041.ome.tiff	6ead0c7b-01d0-4ad4-8df2-b27094355718	Annotation	FN	Right: FN	CBN	Polygon	6761.1	3644.6	9.4813	0.0	0.0	989.0	0.0	519.0	0	0	0	0	128332.9	2002.2
mouse0_041.ome.tiff	3c1d54a4-0c79-4147-8099-2ab820eb5320	Annotation	CBX	Right: CBX	CB	Geometry	7813.0	3696.7	2.4173	0.0	0.0	528.0	0.0	512.0	49	39	6	4	7466425.0	29824.2
mouse0_041.ome.tiff	fd4cb845-4705-4a09-821a-721b8acf365b	Annotation	VERM	Right: VERM	CBX	Geometry	6446.2	3233.5	1.0952	57.9993	6.5164	645.0	0.0	528.0	27	25	2	0	2587662.8	13054.5
mouse0_041.ome.tiff	0911eca4-f700-4826-97c0-e3fa9e927c1b	Annotation	DEC	Right: DEC	VERM	Geometry	6375.8	2706.7	231.1978	254.7306	34.7331	936.0	0.0	645.0	10	10	0	0	1636252.1	8048.4
mouse0_041.ome.tiff	8a23ae63-c3db-420f-92f0-829345eff72b	Annotation	UVU	Right: UVU	VERM	Geometry	6256.3	3804.4	2.4173	0.0	0.0	957.0	0.0	645.0	2	2	0	0	119375.1	2919.0
mouse0_041.ome.tiff	f11a8a62-3a3e-4788-9c1a-927fd67db295	Annotation	NOD	Right: NOD	VERM	Polygon	6612.0	4187.7	0.0	0.0	0.0	968.0	0.0	645.0	15	13	2	0	832113.5	4761.1
mouse0_041.ome.tiff	e53138b9-8ed9-4ed2-a9f0-d6f47634c1ab	Annotation	HEM	Right: HEM	CBX	Geometry	8538.0	3942.3	223.0613	1836.6424	41.6808	1073.0	0.0	528.0	22	14	4	4	4878762.2	17764.3
mouse0_041.ome.tiff	39696f21-53be-480f-9b23-ead3aa9aa451	Annotation	PRM	Right: PRM	HEM	Polygon	8647.5	4274.2	28.0453	11.9926	7.158	1025.0	0.0	1073.0	7	6	1	0	1155865.7	8001.9
mouse0_041.ome.tiff	3b7b80e3-49c6-4d26-b098-8facbdb6da55	Annotation	COPY	Right: COPY	HEM	Polygon	7829.0	4136.9	32337.4667	108856.6246	14283.5736	1033.0	0.0	1073.0	5	4	1	0	561456.6	4069.8
mouse0_041.ome.tiff	041a1106-adf3-4534-ab00-9f55a8164800	Annotation	PFL	Right: PFL	HEM	Geometry	9304.6	5359.1	1.0952	57.9993	6.5164	1041.0	0.0	1073.0	2	1	1	0	859059.3	4817.3
mouse0_041.ome.tiff	14a4e1d1-8939-4a32-ae99-c5734c453449	Annotation	AN	Right: AN	HEM	Polygon	8369.8	3199.7	30.0479	17.8285	11.9926	1017.0	0.0	1073.0	8	3	1	4	2302380.6	8664.2
mouse0_041.ome.tiff	3f6f674a-39d7-4a6e-80d6-21c212934fd3	Annotation	ANcr1	Right: ANcr1	AN	Polygon	7461.0	2669.7	0.0	0.0	0.0	1056.0	0.0	1017.0	1	0	0	1	424611.2	3585.2
mouse0_041.ome.tiff	28964abc-7380-434b-98fe-f8d80c9fc424	Annotation	ANcr2	Right: ANcr2	AN	Polygon	8575.3	3319.6	0.0	15.2322	0.0	1064.0	0.0	1017.0	7	3	1	3	1877769.4	8171.0
mouse0_041.ome.tiff	ab5663db-79af-45d8-ae94-e55f9af0ecbf	Annotation	BS	Right: BS	grey	Geometry	6922.0	5540.1	34675.0974	115736.7535	15034.7733	343.0	0.0	8.0	3037	597	2195	245	3699086.0	16796.2
mouse0_041.ome.tiff	1b5927d5-54db-4353-ab14-18deed4d119d	Annotation	HB	Right: HB	BS	Geometry	6922.0	5540.1	34675.0974	115736.7535	15034.7733	1065.0	0.0	343.0	3037	597	2195	245	3699086.0	16796.2
mouse0_041.ome.tiff	9fa82d72-eba0-4a3f-979c-7005955422d6	Annotation	MY	Right: MY	HB	Geometry	6922.0	5540.1	48.6871	85.6429	12.4387	354.0	0.0	1065.0	3037	597	2195	245	3699086.0	16796.2
mouse0_041.ome.tiff	ed76603e-26bb-4cff-a9fa-c01837dccdcd	Annotation	MY-sen	Right: MY-sen	MY	Geometry	7491.1	5409.0	12570.0311	25512.7042	1503.1799	386.0	0.0	354.0	121	42	56	23	551326.7	4534.1
mouse0_041.ome.tiff	a6f8b38f-b999-4095-a0e2-9b9067fd0266	Annotation	NTS	Right: NTS	MY-sen	Polygon	6978.4	5064.0	8286.4605	14565.6681	168.5216	651.0	0.0	386.0	80	31	41	8	179754.1	1988.8
mouse0_041.ome.tiff	da61f845-c87f-4c6f-85f8-4a9f40b9cf71	Annotation	SPVI	Right: SPVI	MY-sen	Polygon	7591.4	5368.1	5.8359	68.9129	55.9755	437.0	0.0	386.0	32	7	11	14	162916.8	1827.8
mouse0_041.ome.tiff	ea86b699-f97f-483d-a77d-509910b0dd61	Annotation	SPVO	Right: SPVO	MY-sen	Polygon	7854.4	5738.0	3.7394	208.5503	0.0	445.0	0.0	386.0	9	4	4	1	208655.9	2179.9
mouse0_041.ome.tiff	9b10f0c6-7067-4675-b1ba-51acfbd03819	Annotation	MY-mot	Right: MY-mot	MY	Geometry	6778.4	5489.1	8.0264	0.0	0.0	370.0	0.0	354.0	2773	519	2053	201	2608638.7	11357.7
mouse0_041.ome.tiff	4806dec4-2ad5-4805-9dab-ccc9731c73f2	Annotation	AMB	Right: AMB	MY-mot	Polygon	7338.4	5974.5	2.9649	31.5715	73.3876	135.0	0.0	370.0	23	1	22	0	11647.6	416.68
mouse0_041.ome.tiff	5d2f40bf-7d6c-4548-949a-0941beb29029	Annotation	AMBd	Right: AMBd	AMB	Polygon	7338.4	5974.5	50.4261	563.0687	22.7668	939.0	0.0	135.0	23	1	22	0	11647.6	416.68
mouse0_041.ome.tiff	20cc840f-6606-4327-ae9a-2d685ff2468b	Annotation	IRN	Right: IRN	MY-mot	Geometry	6835.8	5582.8	2.4173	2.9649	0.0	136.0	0.0	370.0	834	171	628	35	459457.5	3028.0
mouse0_041.ome.tiff	ff30e11f-850f-4836-800b-b3cae76aa6c0	Annotation	GRN	Right: GRN	MY-mot	Geometry	6339.8	5659.2	59.5482	0.0	0.0	1048.0	0.0	370.0	808	134	603	71	511528.8	3857.7
mouse0_041.ome.tiff	0593f396-e89a-465e-a9a1-e248938ad8fa	Annotation	PHY	Right: PHY	MY-mot	Polygon	6140.7	4868.6	8.8542	0.0	0.0	154.0	0.0	370.0	18	10	3	5	80908.6	1214.8
mouse0_041.ome.tiff	ee1ac1ba-1cb5-4bd9-8e54-4f9ca6990656	Annotation	PRP	Right: PRP	PHY	Polygon	6140.7	4868.6	31.8787	44.4967	0.0	169.0	0.0	154.0	18	10	3	5	80908.6	1214.8
