Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse0_040.ome.tiff	d97e3e4f-0709-468b-a1ae-f0ec48374733	Annotation	Root		Root object (Image)	Geometry	5730.1	4270.2	556.9135	1757.3272	258.9651				39654	10445	26267	2942	28717855.3	28763.8
mouse0_040.ome.tiff	0a2d4e1d-24fc-485e-b622-b00648a1df78	Annotation	root	Right: root	Root	Geometry	7329.1	4202.9	45.2322	120.7392	0.0	997.0	0.0		2784	513	2057	214	14512159.8	18710.3
mouse0_040.ome.tiff	99968763-e190-411e-b0d5-75b61b1b55f1	Annotation	grey	Right: grey	root	Geometry	7341.0	4166.1	0.0	0.0	0.0	8.0	0.0	997.0	2632	460	1968	204	12181483.1	54546.4
mouse0_040.ome.tiff	f7451611-b758-48fc-af5e-d628e31e6f7d	Annotation	CB	Right: CB	grey	Geometry	7628.9	3575.3	65.9866	721.1699	129.1525	512.0	0.0	8.0	79	65	0	14	8318214.3	34028.1
mouse0_040.ome.tiff	a9d76736-59c6-4c2d-b7b3-1f9fca141c94	Annotation	CBN	Right: CBN	CB	Geometry	6831.2	3731.2	9.8961	0.0	0.0	519.0	0.0	512.0	13	13	0	0	422125.7	4409.2
mouse0_040.ome.tiff	989959e8-04ac-46cf-88df-92fe09d25a00	Annotation	IP	Right: IP	CBN	Polygon	7148.6	3989.1	4.7407	0.0	0.0	91.0	0.0	519.0	3	3	0	0	180826.0	2073.5
mouse0_040.ome.tiff	ff3fc186-1495-4e99-8394-d405cc346290	Annotation	FN	Right: FN	CBN	Polygon	6593.3	3538.0	4.7407	5.6091	0.0	989.0	0.0	519.0	10	10	0	0	241299.8	2335.8
mouse0_040.ome.tiff	ffef3bcd-f46c-4cc7-9b3d-0290c655982c	Annotation	CBX	Right: CBX	CB	Geometry	7671.2	3565.1	37112.596	103622.4965	11819.1713	528.0	0.0	512.0	66	52	0	14	7881088.3	29847.6
mouse0_040.ome.tiff	a9e89389-fe6c-4f21-a415-eb12182a79e0	Annotation	VERM	Right: VERM	CBX	Geometry	6255.6	2980.5	410.3691	1345.1063	139.3694	645.0	0.0	528.0	27	16	0	11	2570183.2	12142.4
mouse0_040.ome.tiff	2d001be2-44d5-4195-ba89-d06820abe25d	Annotation	CUL	Right: CUL	VERM	Polygon	5933.2	2975.9	1738.7563	12170.9123	1353.0745	928.0	0.0	645.0	2	0	0	2	454503.3	3310.4
mouse0_040.ome.tiff	4c0eefa8-9971-4e26-9cd4-038c59ed5215	Annotation	CUL4, 5	Right: CUL4, 5	CUL	Polygon	5933.2	2975.9	0.0	0.0	0.0	1091.0	0.0	928.0	2	0	0	2	454503.3	3310.4
mouse0_040.ome.tiff	71ffa828-9919-4b38-9c77-2504c9d3ca93	Annotation	DEC	Right: DEC	VERM	Geometry	6388.6	2389.7	38532.8635	107816.7836	12397.438	936.0	0.0	645.0	4	4	0	0	1360306.2	8427.1
mouse0_040.ome.tiff	9075bc2e-7494-49c2-9e33-69a29cfecfee	Annotation	UVU	Right: UVU	VERM	Geometry	5836.7	3652.3	23.4375	0.0	0.0	957.0	0.0	645.0	0	0	0	0	34509.1	1103.4
