Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse0_046.ome.tiff	02b0e064-14b3-4e3f-a730-28f16985751c	Annotation	Root		Root object (Image)	Geometry	5385.6	3371.8	298.0174	375.1367	0.0				40115	12462	25886	1767	19515791.4	19570.8
mouse0_046.ome.tiff	ef2b0c96-7b95-4edf-89dc-2ed606d6d2ef	Annotation	root	Right: root	Root	Polygon	6838.4	3396.6	37009.1761	87710.2272	7407.9427	997.0	0.0		5920	2557	3223	140	9401740.1	13306.7
mouse0_046.ome.tiff	c8d3cc91-c9c3-48c4-9eea-3f82a513a9fd	Annotation	grey	Right: grey	root	Geometry	6845.0	3362.4	9.6692	243.0934	27.8185	8.0	0.0	997.0	5758	2502	3125	131	8618653.2	39565.3
mouse0_046.ome.tiff	1f55e116-6d34-4d51-b3c3-9099ad954f6f	Annotation	CB	Right: CB	grey	Geometry	7017.5	2624.6	4.5138	0.0	0.0	512.0	0.0	8.0	0	0	0	0	4774625.5	21283.3
mouse0_046.ome.tiff	eb836aeb-22f1-46c5-937c-40b19712bc09	Annotation	CBX	Right: CBX	CB	Geometry	7009.9	2616.5	0.0	15.5549	0.0	528.0	0.0	512.0	0	0	0	0	4732072.5	21386.3
mouse0_046.ome.tiff	0284571d-a6d4-40f9-929b-c814fffe8ec7	Annotation	VERM	Right: VERM	CBX	Geometry	6082.2	2478.2	26.1591	46.5085	0.0	645.0	0.0	528.0	0	0	0	0	2012995.9	12825.6
mouse0_046.ome.tiff	60f6ee6b-6e0a-4749-b3ab-5086bada5e32	Annotation	DEC	Right: DEC	VERM	Polygon	5853.7	1622.2	10668.6549	15934.1022	567.0073	936.0	0.0	645.0	0	0	0	0	121827.0	1912.4
mouse0_046.ome.tiff	0f67c179-5efe-4a38-8cfd-2ccc852fb500	Annotation	FOTU	Right: FOTU	VERM	Polygon	6153.9	1970.2	0.0	79.7747	0.0	944.0	0.0	645.0	0	0	0	0	648405.3	5328.5
mouse0_046.ome.tiff	31858de0-9330-422f-8f62-d4b5df046262	Annotation	PYR	Right: PYR	VERM	Geometry	6042.7	2468.1	9.99	0.0	0.0	951.0	0.0	645.0	0	0	0	0	490774.1	5454.4
mouse0_046.ome.tiff	69c6a53c-6f6d-4c13-83fb-ea5eac90381c	Annotation	UVU	Right: UVU	VERM	Geometry	6083.3	3061.3	10668.6549	15934.1022	567.0073	957.0	0.0	645.0	0	0	0	0	752048.4	6397.2
