Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse1_031.ome.tiff	82d27156-2585-44af-aeb9-010f5a1e61e3	Annotation	Root		Root object (Image)	Geometry	5385.7	3777.9	0.0	0.0	42.8439				29501	7307	10462	11732	24492531.1	40652.3
mouse1_031.ome.tiff	cc52cb1f-e875-4c54-a047-27e7205812ff	Annotation	root	Right: root	Root	Geometry	6765.0	3518.0	0.0	0.0	0.0	997.0	0.0		5913	4596	787	530	11988529.3	20173.6
mouse1_031.ome.tiff	5d6e5b50-ccc8-4468-a861-33501dc7b6ae	Annotation	grey	Right: grey	root	Geometry	6784.2	3438.2	13164.7443	44726.9194	61042.1583	8.0	0.0	997.0	5694	4435	758	501	10827759.1	37942.9
mouse1_031.ome.tiff	03d7649a-b041-43ce-a3b2-e5d0f4ac7c2a	Annotation	CB	Right: CB	grey	Geometry	7523.7	3163.2	0.0	0.0	0.0	512.0	0.0	8.0	58	58	0	0	1397894.9	8077.4
mouse1_031.ome.tiff	a5303c66-120a-4746-af36-a1238afda1ae	Annotation	CBX	Right: CBX	CB	Geometry	7533.3	3109.5	0.0	4.287	13.9951	528.0	0.0	512.0	24	24	0	0	1262356.2	6836.0
mouse1_031.ome.tiff	29826f9e-5d01-4b38-b9df-3247f25ed619	Annotation	VERM	Right: VERM	CBX	Polygon	7382.4	3254.3	224.0069	58.4918	23.9843	645.0	0.0	528.0	12	12	0	0	466270.1	2918.8
mouse1_031.ome.tiff	0b1dc63c-2917-412d-a21c-bcea200cbe89	Annotation	CUL	Right: CUL	VERM	Polygon	7382.4	3254.3	0.0	0.0	0.0	928.0	0.0	645.0	12	12	0	0	466270.1	2918.8
mouse1_031.ome.tiff	4cc4761b-b8bf-4458-aeb1-03acffcbf4bb	Annotation	CUL4, 5	Right: CUL4, 5	CUL	Polygon	7382.4	3254.3	0.0	2.7372	3.4064	1091.0	0.0	928.0	12	12	0	0	466270.1	2918.8
mouse1_031.ome.tiff	d22f3472-07a8-4f0f-90ed-915e1a781394	Annotation	HEM	Right: HEM	CBX	Geometry	7621.6	3024.7	211.4803	0.0	7.7056	1073.0	0.0	528.0	12	12	0	0	796086.1	5873.2
mouse1_031.ome.tiff	2a382fe7-e644-44d8-85fb-427989110bd3	Annotation	FL	Right: FL	HEM	Polygon	7980.6	4000.3	0.0	0.0	0.0	1049.0	0.0	1073.0	0	0	0	0	218497.1	1952.8
mouse1_031.ome.tiff	24f4da3a-c81f-4137-92f5-fadb9f0a8931	Annotation	SIM	Right: SIM	HEM	Geometry	7485.8	2655.7	2.7381	3.1918	0.0	1007.0	0.0	1073.0	12	12	0	0	577589.0	3920.4
mouse1_031.ome.tiff	c79a294e-d497-443d-b9f1-c789657dc6f5	Annotation	CH	Right: CH	grey	Polygon	8495.3	2838.2	363.3877	61.5507	6.9311	567.0	0.0	8.0	0	0	0	0	1354270.7	5503.1
mouse1_031.ome.tiff	fb32677c-0838-4d05-8bd3-c38d52ce7858	Annotation	CTX	Right: CTX	CH	Polygon	8495.3	2838.2	20.2458	406.5237	2833.3294	688.0	0.0	567.0	0	0	0	0	1354270.7	5503.1
mouse1_031.ome.tiff	8eb28f6e-cae8-4603-b6bb-f1f845b7d53e	Annotation	CTXpl	Right: CTXpl	CTX	Polygon	8495.3	2838.2	2162.4959	698.0385	444.0592	695.0	0.0	688.0	0	0	0	0	1354270.7	5503.1
mouse1_031.ome.tiff	96563476-0423-405e-b67c-d46b9f332ee1	Annotation	HPF	Right: HPF	CTXpl	Polygon	8495.3	2838.2	15210.7116	1847.675	1401.4958	1089.0	0.0	695.0	0	0	0	0	1354270.7	5503.1
mouse1_031.ome.tiff	50af9b55-53dd-43fa-9ede-138521054a4b	Annotation	RHP	Right: RHP	HPF	Polygon	8495.3	2838.2	0.0	3.4186	11.2181	822.0	0.0	1089.0	0	0	0	0	1354270.7	5503.1
mouse1_031.ome.tiff	d182d31a-8fb3-4a23-9139-f43f39282e4c	Annotation	ENT	Right: ENT	RHP	Polygon	8515.4	2884.4	361.2639	8.8008	6.9311	909.0	0.0	822.0	0	0	0	0	1289733.6	5153.4
mouse1_031.ome.tiff	21917ebc-ecf8-4f43-8b31-c50d035bc1c0	Annotation	ENTm	Right: ENTm	ENT	Polygon	8515.4	2884.4	942.6083	51.2476	0.0	926.0	0.0	909.0	0	0	0	0	1289733.6	5153.4
mouse1_031.ome.tiff	bdbbf01d-edae-4297-af57-9c6c10d81b05	Annotation	ENTm1	Right: ENTm1	ENTm	Geometry	8492.0	2874.4	0.0	104.5697	50.4265	526.0	0.0	926.0	0	0	0	0	791286.1	8878.8
mouse1_031.ome.tiff	2df0f4fb-35be-41a5-b06e-7ee0010a3010	Annotation	ENTm2	Right: ENTm2	ENTm	Polygon	8552.5	2899.8	7.9324	23.3047	42.6431	543.0	0.0	926.0	0	0	0	0	498129.1	3495.4
mouse1_031.ome.tiff	d3651300-51d6-4f05-8d1c-f97b987030d0	Annotation	PAR	Right: PAR	RHP	Geometry	8093.2	1916.0	20.3787	0.0	0.0	843.0	0.0	822.0	0	0	0	0	64537.1	1294.6
mouse1_031.ome.tiff	d4f7e3f6-d132-4b5b-8a3c-ff8a7b8542b5	Annotation	BS	Right: BS	grey	Geometry	6369.3	3586.4	159.1731	564.1371	43.8823	343.0	0.0	8.0	5636	4377	758	501	8075785.2	26578.5
