Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse1_046.ome.tiff	28536fbc-57e8-411b-91d9-b767b367e0f2	Annotation	Root		Root object (Image)	Geometry	5595.8	3829.9	3261.5194	3288.3908	603.8106				20797	10071	9755	971	22201966.7	28572.4
mouse1_046.ome.tiff	bf2078f9-699f-4432-a3cf-b8b5b662deb4	Annotation	root	Right: root	Root	Geometry	6990.5	3738.9	88.4709	104.406	0.0	997.0	0.0		3638	3312	291	35	11323114.7	14234.2
mouse1_046.ome.tiff	07dcaec9-6971-4e6f-9496-7ece90694061	Annotation	grey	Right: grey	root	Geometry	6995.5	3695.9	28540.0063	41356.9718	4377.6254	8.0	0.0	997.0	3559	3261	264	34	10271626.9	42839.8
mouse1_046.ome.tiff	cb9a2f18-ee36-41dd-b5a1-229ea1f0e391	Annotation	CB	Right: CB	grey	Geometry	7232.0	2953.9	9.8052	62.4359	0.0	512.0	0.0	8.0	10	7	0	3	6145891.4	23887.9
mouse1_046.ome.tiff	37dde765-c0e9-49ba-824b-773e86f5a2c9	Annotation	CBX	Right: CBX	CB	Geometry	7221.9	2940.5	2.4173	10.8034	0.0	528.0	0.0	512.0	10	7	0	3	6070821.2	23974.5
mouse1_046.ome.tiff	a20d687a-389c-4450-a23a-47c2bdbd8741	Annotation	VERM	Right: VERM	CBX	Geometry	6146.2	2820.2	0.0	0.0	0.0	645.0	0.0	528.0	9	6	0	3	2376832.1	13629.0
mouse1_046.ome.tiff	2f6f061f-2769-4b76-a219-f1b8f8d896a4	Annotation	DEC	Right: DEC	VERM	Polygon	5983.3	1838.1	0.0	0.0	0.0	936.0	0.0	645.0	0	0	0	0	128205.4	1966.1
mouse1_046.ome.tiff	833d6e3c-3d32-4313-8d95-6855a11bf6b5	Annotation	FOTU	Right: FOTU	VERM	Geometry	6246.4	2229.9	696.4859	61.0031	0.0	944.0	0.0	645.0	1	1	0	0	778900.8	5599.4
mouse1_046.ome.tiff	63fed6b1-d737-4485-b154-dbf3e3c077ca	Annotation	PYR	Right: PYR	VERM	Geometry	6090.0	2809.6	12.767	0.0	7.0251	951.0	0.0	645.0	3	0	0	3	576086.2	5655.7
mouse1_046.ome.tiff	4d2ac774-2c95-459c-99bd-ae5020e33da1	Annotation	UVU	Right: UVU	VERM	Geometry	6118.4	3482.4	116.631	7.9324	0.0	957.0	0.0	645.0	5	5	0	0	893647.1	6815.8
mouse1_046.ome.tiff	e819b298-bfbf-48d7-a267-d99cdf3dc7a9	Annotation	HEM	Right: HEM	CBX	Geometry	7914.0	3017.9	3.9662	10.1229	0.0	1073.0	0.0	528.0	1	1	0	0	3694094.5	13512.5
mouse1_046.ome.tiff	93ed4434-a7b2-42d4-ae4e-6ac2ec95d3b9	Annotation	PRM	Right: PRM	HEM	Geometry	7992.0	3152.5	924.5905	46.3275	6.7043	1025.0	0.0	1073.0	0	0	0	0	1996025.2	9761.6
mouse1_046.ome.tiff	dde19f4f-a3a7-4c88-9d36-ffb052868d3b	Annotation	COPY	Right: COPY	HEM	Polygon	7324.1	3432.2	359.4341	22.4793	0.0	1033.0	0.0	1073.0	1	1	0	0	674934.1	6630.1
mouse1_046.ome.tiff	3062df69-ff86-4ed1-9bd7-6fdf0cc68174	Annotation	AN	Right: AN	HEM	Polygon	8151.0	2482.2	15.732	3.6454	0.0	1017.0	0.0	1073.0	0	0	0	0	1023135.2	5260.5
mouse1_046.ome.tiff	8ec6e7ea-01a7-4dd8-9532-611c9fea6e5a	Annotation	ANcr2	Right: ANcr2	AN	Polygon	8151.0	2482.2	11.445	0.0	7.0251	1064.0	0.0	1017.0	0	0	0	0	1023135.2	5260.5
mouse1_046.ome.tiff	6bd7aade-8757-4192-afbb-7d6cd7b99880	Annotation	BS	Right: BS	grey	Geometry	6643.2	4801.1	5.6091	0.0	0.0	343.0	0.0	8.0	3549	3254	264	31	4125735.5	18951.9
mouse1_046.ome.tiff	34062871-076d-4622-855c-29cd750c01c1	Annotation	HB	Right: HB	BS	Geometry	6643.2	4801.1	30232.5937	41865.2586	4414.436	1065.0	0.0	343.0	3549	3254	264	31	4125735.5	18951.9
mouse1_046.ome.tiff	0cc825f4-9694-4614-906e-b42bf88a8c38	Annotation	MY	Right: MY	HB	Geometry	6643.2	4801.1	0.0	0.0	0.0	354.0	0.0	1065.0	3549	3254	264	31	4125735.5	18951.9
mouse1_046.ome.tiff	0136f956-155b-4249-b649-ad83d0869fc2	Annotation	MY-sen	Right: MY-sen	MY	Geometry	7079.1	4466.9	2286.4297	5909.3572	293.6574	386.0	0.0	354.0	122	107	15	0	1509199.4	10454.7
mouse1_046.ome.tiff	4bb040fc-7dae-4bd9-a640-a11c941500a1	Annotation	ECU	Right: ECU	MY-sen	Polygon	6920.9	3876.2	10.1229	0.0	0.0	903.0	0.0	386.0	5	4	1	0	103154.6	1320.6
mouse1_046.ome.tiff	75ae24e3-ebab-4deb-afd8-7e04c5051743	Annotation	NTS	Right: NTS	MY-sen	Polygon	6196.7	4218.1	0.0	0.0	0.0	651.0	0.0	386.0	74	66	8	0	302783.7	3089.6
mouse1_046.ome.tiff	12dd4662-3919-44ff-a508-04ec6799c829	Annotation	SPVI	Right: SPVI	MY-sen	Polygon	7373.3	4658.9	1210.5458	304.3283	12.3134	437.0	0.0	386.0	38	35	3	0	975277.5	4028.9
mouse1_046.ome.tiff	7c5ab0c2-c969-4e35-86ae-d5c05f580d18	Annotation	Pa5	Right: Pa5	MY-sen	Polygon	7555.8	4152.7	133.4193	0.0	0.0	589508451.0	0.0	386.0	0	0	0	0	61012.3	1279.4
mouse1_046.ome.tiff	dfe6d12f-8b67-4cc8-a7a6-0c3e02be1e9a	Annotation	AP	Right: AP	MY-sen	Polygon	5522.4	4001.8	4.5138	0.0	0.0	207.0	0.0	386.0	0	0	0	0	847.66	249.0
mouse1_046.ome.tiff	cd951578-517c-4156-8a12-fa4965b44156	Annotation	DCN	Right: DCN	MY-sen	Polygon	6607.9	3993.3	655.6008	20.7679	7.1996	720.0	0.0	386.0	5	2	3	0	66123.8	1141.4
mouse1_046.ome.tiff	c50dbaf1-add2-4345-97c8-002800a99e14	Annotation	CU	Right: CU	DCN	Polygon	6607.9	3993.3	71.126	4.287	0.0	711.0	0.0	720.0	5	2	3	0	66123.8	1141.4
mouse1_046.ome.tiff	15caee11-0751-4a6b-b9f7-6c2643528f56	Annotation	MY-mot	Right: MY-mot	MY	Geometry	6324.2	5034.9	0.0	0.0	0.0	370.0	0.0	354.0	2403	2196	176	31	1994680.1	14609.4
mouse1_046.ome.tiff	9bc20e11-db84-4dae-8b20-76b7cc9fe6f9	Annotation	XII	Right: XII	MY-mot	Polygon	5716.1	4451.0	11.3541	66.1753	0.0	773.0	0.0	370.0	673	670	3	0	98210.1	1169.2
