Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse1_040.ome.tiff	cec58063-045d-4eef-8344-74cefff4a1ab	Annotation	Root		Root object (Image)	Geometry	5464.8	3796.4	1593.5649	26464.5456	4738.5349				24505	6357	15555	2593	33710722.0	28653.8
mouse1_040.ome.tiff	e20a2272-db98-4026-b6aa-908f705fd5d7	Annotation	root	Right: root	Root	Polygon	7277.1	3692.8	12664.1954	2891.0566	321.3661	997.0	0.0		4020	3200	734	86	17228597.0	19272.7
mouse1_040.ome.tiff	17d3763a-b86a-449e-ae25-3fc627545d35	Annotation	grey	Right: grey	root	Geometry	7320.4	3692.4	1.8697	0.0	0.0	8.0	0.0	997.0	3790	3059	661	70	14661871.9	56442.5
mouse1_040.ome.tiff	0e1969c3-0552-477b-8dfd-76b84c46fae5	Annotation	CB	Right: CB	grey	Geometry	7634.4	3056.3	13194.3561	3403.496	432.6579	512.0	0.0	8.0	55	47	7	1	9750295.7	38931.3
mouse1_040.ome.tiff	70c02d2d-9faa-451d-8855-fa08eb554c5d	Annotation	CBN	Right: CBN	CB	Geometry	7020.6	3438.2	1.3221	0.0	0.0	519.0	0.0	512.0	33	32	1	0	1021027.0	7093.9
mouse1_040.ome.tiff	404a8412-d78e-463a-9fb7-ec532352b8d4	Annotation	VeCB	Right: VeCB	CBN	Polygon	6725.2	3778.6	3.0978	115.6746	7.0734	589508455.0	0.0	519.0	1	1	0	0	16917.4	769.92
mouse1_040.ome.tiff	75a02b13-d533-4f9e-8d0c-3ff764c1f7b5	Annotation	DN	Right: DN	CBN	Polygon	7827.1	3737.9	1.3221	0.0	19.7921	846.0	0.0	519.0	1	1	0	0	73735.0	1049.6
mouse1_040.ome.tiff	61194dda-6987-4375-9736-6bda079f0d43	Annotation	IP	Right: IP	CBN	Polygon	7307.9	3436.6	6.1441	13.3146	11.7657	91.0	0.0	519.0	23	22	1	0	629605.1	3775.1
mouse1_040.ome.tiff	ffc1b10f-8e96-49c9-81e7-58c503bf3c72	Annotation	FN	Right: FN	CBN	Polygon	6238.1	3349.0	4293.6125	376.3111	0.0	989.0	0.0	519.0	8	8	0	0	300769.5	2360.1
mouse1_040.ome.tiff	cec685fc-b3a7-415c-8d9e-3ff7688688d7	Annotation	CBX	Right: CBX	CB	Geometry	7726.3	2997.5	11.351	0.0	42.9443	528.0	0.0	512.0	19	12	6	1	8544606.1	32711.1
mouse1_040.ome.tiff	16978af7-b0b3-4099-9d94-6cf344143811	Annotation	VERM	Right: VERM	CBX	Geometry	5950.6	2339.9	2.6441	0.0	0.0	645.0	0.0	528.0	8	2	6	0	2560050.1	12820.5
mouse1_040.ome.tiff	e6ab23a9-db75-4c48-8743-1da02ee38f7b	Annotation	LING	Right: LING	VERM	Geometry	5422.6	3443.0	2.9649	0.0	0.0	912.0	0.0	645.0	0	0	0	0	1886.6	396.03
mouse1_040.ome.tiff	7b34bf86-0544-416d-ac36-5cfa01af4a23	Annotation	CUL	Right: CUL	VERM	Geometry	5909.7	2461.2	179.8337	9364.2565	2701.7056	928.0	0.0	645.0	5	0	5	0	1147656.5	5725.9
mouse1_040.ome.tiff	39519cc9-5a8f-4407-af9d-4110875324e5	Annotation	CUL4, 5	Right: CUL4, 5	CUL	Geometry	5909.7	2461.2	12291.0976	65953.7274	13031.8478	1091.0	0.0	928.0	5	0	5	0	1147656.5	5725.9
mouse1_040.ome.tiff	e0b9129f-234c-4757-8925-54b34eb62c2a	Annotation	DEC	Right: DEC	VERM	Polygon	6063.7	1695.3	25.4401	34.053	0.0	936.0	0.0	645.0	1	1	0	0	1034765.2	7955.6
mouse1_040.ome.tiff	62cb526b-7722-4945-b1eb-682779caa8bf	Annotation	NOD	Right: NOD	VERM	Polygon	5767.1	3739.1	1.3221	0.0	0.0	968.0	0.0	645.0	2	1	1	0	375973.2	2745.2
mouse1_040.ome.tiff	4862c6e4-3a39-4b31-a54e-23b0e08b2c9d	Annotation	HEM	Right: HEM	CBX	Geometry	8485.8	3278.8	3.9662	0.0	0.0	1073.0	0.0	528.0	11	10	0	1	5984556.0	22716.1
mouse1_040.ome.tiff	7a9010a0-4217-4a2a-acb9-248ac21c70f6	Annotation	PRM	Right: PRM	HEM	Polygon	8828.7	3577.9	0.0	11.1745	0.0	1025.0	0.0	1073.0	1	1	0	0	287732.4	2591.7
mouse1_040.ome.tiff	fbc4d756-3d8d-4b8d-bec1-b86dfce818e3	Annotation	COPY	Right: COPY	HEM	Geometry	8166.1	3617.6	408.8805	469.6316	100.7153	1033.0	0.0	1073.0	0	0	0	0	247286.4	2053.5
mouse1_040.ome.tiff	05247276-4392-4c8a-8948-009e67d1d125	Annotation	PFL	Right: PFL	HEM	Geometry	9120.2	4580.6	66.4793	728.8396	159.9351	1041.0	0.0	1073.0	2	2	0	0	2021593.8	9429.1
mouse1_040.ome.tiff	8dab38fe-0a8c-40f4-a648-d0ae1036212e	Annotation	FL	Right: FL	HEM	Geometry	8620.4	4910.8	1.3221	0.0	19.7921	1049.0	0.0	1073.0	0	0	0	0	73359.8	1204.1
mouse1_040.ome.tiff	40616d59-0f92-413a-b639-6295d2f01136	Annotation	SIM	Right: SIM	HEM	Geometry	6915.8	2176.5	0.0	61.1794	0.0	1007.0	0.0	1073.0	5	4	0	1	538632.3	4659.2
mouse1_040.ome.tiff	6e016b86-fba7-455b-85e4-239fbf0b7e22	Annotation	AN	Right: AN	HEM	Geometry	8320.3	2452.4	22.0994	0.0	0.0	1017.0	0.0	1073.0	3	3	0	0	2815951.3	8770.8
mouse1_040.ome.tiff	cb787a67-2d15-47e6-8936-b1b1423359cc	Annotation	ANcr1	Right: ANcr1	AN	Geometry	7833.2	2174.8	226.8021	179.122	6.3964	1056.0	0.0	1017.0	2	2	0	0	1472249.0	6070.7
mouse1_040.ome.tiff	ee2f19a4-d3f4-46cb-92a9-602e89ba9619	Annotation	ANcr2	Right: ANcr2	AN	Geometry	8854.0	2756.5	6.7043	930.4548	26.2766	1064.0	0.0	1017.0	1	1	0	0	1343702.3	6301.4
mouse1_040.ome.tiff	24132050-eb9a-4118-ae92-36ab866f45cb	Annotation	BS	Right: BS	grey	Geometry	6697.2	4955.3	17.8285	0.0	33.1846	343.0	0.0	8.0	3735	3012	654	69	4911344.2	20903.0
mouse1_040.ome.tiff	2b3fcd43-e910-4815-a90b-c7203142ebfb	Annotation	HB	Right: HB	BS	Geometry	6697.2	4955.3	30.9552	35.563	10.5766	1065.0	0.0	343.0	3735	3012	654	69	4911344.2	20903.0
