Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Fibers: Cy5 Length µm	Fibers: DsRed Length µm	Fibers: EGFP Length µm	ID	Side	Parent ID	Num Detections	Num Fibers: Cy5	Num Fibers: DsRed	Num Fibers: EGFP	Area µm^2	Perimeter µm
mouse1_035.ome.tiff	2888f8c5-a5a7-4f90-a660-217cea0308fc	Annotation	Root		Root object (Image)	Geometry	5066.7	3866.5	0.0	0.0	0.0				27553	6208	14743	6602	35801120.9	33345.5
mouse1_035.ome.tiff	d20ed540-c6bf-4401-8f9b-733747abc102	Annotation	root	Right: root	Root	Polygon	6973.2	3757.5	304.9374	1601.9088	392.747	997.0	0.0		4676	3464	670	542	17621862.4	19407.9
mouse1_035.ome.tiff	0260d3ac-f359-4751-87d6-dea2ced3c54d	Annotation	grey	Right: grey	root	Geometry	6943.6	3678.5	5.3822	40.1708	0.0	8.0	0.0	997.0	4113	2981	618	514	15082395.1	54681.4
mouse1_035.ome.tiff	2ac72687-efef-414b-ae44-7d9668d95690	Annotation	CB	Right: CB	grey	Geometry	7260.8	2883.8	22.5691	0.0	0.0	512.0	0.0	8.0	269	269	0	0	9334591.4	32977.0
mouse1_035.ome.tiff	b9451c45-24e2-45cf-a5d0-20dd68e57d1f	Annotation	CBX	Right: CBX	CB	Geometry	7267.4	2882.3	169.7421	79.3564	5.6091	528.0	0.0	512.0	229	229	0	0	9247901.0	31036.3
mouse1_035.ome.tiff	e6701115-9cbc-415a-b56d-548e3638a18f	Annotation	VERM	Right: VERM	CBX	Geometry	5987.1	2463.4	8.574	294.5424	5.1554	645.0	0.0	528.0	144	144	0	0	4045267.5	14574.0
mouse1_035.ome.tiff	9246e5bd-fe7a-429d-8c11-e68226108bf0	Annotation	CENT	Right: CENT	VERM	Polygon	5802.3	2808.4	494.6741	0.0	0.0	920.0	0.0	645.0	68	68	0	0	2191049.3	8727.0
mouse1_035.ome.tiff	eada028c-7eb3-4a07-9039-99d0bc9119d1	Annotation	CENT2	Right: CENT2	CENT	Polygon	5628.9	3235.3	49.2482	0.0	39.4903	976.0	0.0	920.0	16	16	0	0	702952.0	5439.4
mouse1_035.ome.tiff	964b56ff-c64c-462d-b5ed-b5de96c583b3	Annotation	CENT3	Right: CENT3	CENT	Polygon	5884.2	2606.7	447.5228	0.0	6.9311	984.0	0.0	920.0	52	52	0	0	1488097.3	6339.8
mouse1_035.ome.tiff	88227f77-fe80-496a-aaab-07aab5da1927	Annotation	CUL	Right: CUL	VERM	Geometry	6205.6	2055.7	0.0	0.0	189.4246	928.0	0.0	645.0	76	76	0	0	1854278.6	9705.6
mouse1_035.ome.tiff	27d979c2-2442-48e5-8051-7f91d1fadbe0	Annotation	CUL4, 5	Right: CUL4, 5	CUL	Geometry	6205.6	2055.7	0.0	0.0	0.0	1091.0	0.0	928.0	76	76	0	0	1854278.6	9705.6
mouse1_035.ome.tiff	01ba091c-4138-4950-b672-8178833eef80	Annotation	HEM	Right: HEM	CBX	Polygon	8262.9	3208.1	28.9527	2305.5372	774.1331	1073.0	0.0	528.0	85	85	0	0	5202633.5	20891.2
mouse1_035.ome.tiff	f33a6d33-f03b-4bd9-baa3-2c582e6c4162	Annotation	COPY	Right: COPY	HEM	Polygon	8165.7	3787.4	22.1155	0.0	0.0	1033.0	0.0	1073.0	1	1	0	0	5963.1	391.32
mouse1_035.ome.tiff	727fcca7-a024-4fcf-bfc7-359fc4485084	Annotation	PFL	Right: PFL	HEM	Polygon	9024.6	4332.0	257.5243	0.0	0.0	1041.0	0.0	1073.0	23	23	0	0	1313470.4	8381.9
mouse1_035.ome.tiff	cd458e27-dd00-484f-84ca-3d666ccab8d8	Annotation	FL	Right: FL	HEM	Polygon	8420.2	4612.7	144.573	0.0	0.0	1049.0	0.0	1073.0	8	8	0	0	555389.2	3788.4
mouse1_035.ome.tiff	a218b487-aa3d-4837-bbd5-8dcd5dae5666	Annotation	SIM	Right: SIM	HEM	Polygon	7440.8	2298.7	1.0952	206.624	64.7814	1007.0	0.0	1073.0	15	15	0	0	1816334.1	10046.9
mouse1_035.ome.tiff	3e58ddec-6fa2-47d1-8cf2-44b906cedde0	Annotation	AN	Right: AN	HEM	Geometry	8531.6	2805.8	18.5068	0.0	0.0	1017.0	0.0	1073.0	38	38	0	0	1511476.6	5496.3
mouse1_035.ome.tiff	6b46f3df-11a5-4c55-8931-daf5ea242bf9	Annotation	ANcr1	Right: ANcr1	AN	Geometry	8531.6	2805.8	1238.646	114.106	40.4916	1056.0	0.0	1017.0	38	38	0	0	1511476.6	5496.3
mouse1_035.ome.tiff	22bd867e-faaa-4464-88c3-7528bb4a2281	Annotation	BS	Right: BS	grey	Geometry	6428.4	4969.1	63.1578	13.6551	0.0	343.0	0.0	8.0	3844	2712	618	514	5747969.8	26841.5
mouse1_035.ome.tiff	52d87479-6a44-423f-801b-bb5f05e4635e	Annotation	HB	Right: HB	BS	Geometry	6435.4	5020.6	8.9337	30.499	2090.1135	1065.0	0.0	343.0	3839	2707	618	514	5647998.4	25477.4
mouse1_035.ome.tiff	611dbf03-be96-4871-8200-3769d3fcfe95	Annotation	P	Right: P	HB	Geometry	6158.3	4859.7	0.0	0.0	0.0	771.0	0.0	1065.0	982	484	225	273	3028434.3	20067.9
mouse1_035.ome.tiff	ed8c6f04-95e9-426a-95db-183141631089	Annotation	P-mot	Right: P-mot	P	Geometry	5686.3	4945.7	5174.1284	16972.3456	6953.0394	987.0	0.0	771.0	615	184	191	240	1259226.3	6943.5
mouse1_035.ome.tiff	7f7dde96-42be-432d-b496-8a5dbf78e785	Annotation	PCG	Right: PCG	P-mot	Geometry	5580.1	4009.4	13.7294	5.8359	0.0	898.0	0.0	987.0	15	13	0	2	319074.9	3927.0
mouse1_035.ome.tiff	0dcd474c-ebac-4c6b-a2a7-b8d78f0caeef	Annotation	PDTg	Right: PDTg	P-mot	Polygon	5409.0	4237.0	3499.7209	1145.6918	619.4762	599626927.0	0.0	987.0	4	3	0	1	74874.7	988.83
mouse1_035.ome.tiff	dca17d13-8f7f-43e8-a256-724f11f13e4f	Annotation	B	Right: B	P-mot	Polygon	5902.2	4023.8	198.4516	61.2834	0.0	280.0	0.0	987.0	2	1	1	0	25484.2	625.51
mouse1_035.ome.tiff	6ae1e573-21e5-4150-9397-3c96359970fc	Annotation	PRNc	Right: PRNc	P-mot	Polygon	5744.8	5392.6	13344.2433	2959.3234	3559.4925	1093.0	0.0	987.0	594	167	190	237	839792.4	4203.1
mouse1_035.ome.tiff	d91ae781-a499-4cb0-8ac7-90423a5d2ea1	Annotation	P-sat	Right: P-sat	P	Geometry	5687.6	4380.4	0.0	0.0	0.0	1117.0	0.0	771.0	28	11	14	3	285364.0	4148.6
mouse1_035.ome.tiff	8eb25618-6125-4f15-9ab8-b67e2dd4a4ff	Annotation	LC	Right: LC	P-sat	Polygon	6048.9	3926.6	712.2352	0.0	6.9311	147.0	0.0	1117.0	0	0	0	0	27557.7	851.24
mouse1_035.ome.tiff	6a613a1d-c210-49b0-bcf3-62d8b7416788	Annotation	NI	Right: NI	P-sat	Polygon	5378.3	4516.4	0.0	0.0	0.0	604.0	0.0	1117.0	9	6	0	3	114462.2	1453.8
mouse1_035.ome.tiff	45b13559-5b00-4591-973d-8b3fb7e1f2a2	Annotation	SLC	Right: SLC	P-sat	Polygon	6008.9	4326.7	0.0	0.0	189.4246	350.0	0.0	1117.0	16	3	13	0	54611.6	1037.0
mouse1_035.ome.tiff	706b585c-5069-4b4f-ac69-1e25e15aabec	Annotation	SLD	Right: SLD	P-sat	Polygon	5813.5	4353.2	0.0	0.0	0.0	358.0	0.0	1117.0	3	2	1	0	83086.2	1083.2
mouse1_035.ome.tiff	0ea2aed1-eaa5-4e90-80cd-00fa1411d257	Annotation	RPO	Right: RPO	P-sat	Polygon	5237.9	4763.9	1486.501	0.0	991.7749	238.0	0.0	1117.0	0	0	0	0	5720.5	292.13
mouse1_035.ome.tiff	b4528119-4d7c-40b6-a79b-e6f6ad329664	Annotation	P-sen	Right: P-sen	P	Geometry	6795.3	4919.1	1.8697	7.4788	0.0	1132.0	0.0	771.0	252	231	5	16	969433.7	10052.4
mouse1_035.ome.tiff	3fe952d6-62ed-462d-ae4a-d649cd4bc8a0	Annotation	PSV	Right: PSV	P-sen	Polygon	7130.2	5147.7	3.1918	145.5393	131.9761	7.0	0.0	1132.0	112	109	0	3	415222.7	2717.9
mouse1_035.ome.tiff	5faab782-7a59-41df-8840-c1208624fa5f	Annotation	SOC	Right: SOC	P-sen	Geometry	6385.4	6059.6	1.8697	292.7543	2941.974	398.0	0.0	1132.0	10	3	0	7	193916.1	2118.8
